Address,Distance to Nearest Park,Nearest Park,Park Quality,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude
"4/196-200 North Road, Brighton East VIC 3187",1.798761383,Elsternwick Park,Average Park,2,1,2,Townhouse,700,-37.9004857,145.0091695
"4/8 William Street, South Yarra VIC 3141",0.812660954,Grattan Gardens,Poor Park,2,1,2,Townhouse,750,-37.8406029,144.9934716
"10A Leonard Close, Clarinda VIC 3169",6.340545733,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,745,-37.9399169,145.1054018
"2/73 Waverley Road, Chadstone VIC 3148",2.26033786,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,795,-37.8807006,145.0972245
"3/24 South Road, Brighton VIC 3186",4.328418069,Elsternwick Park,Average Park,3,2,2,Townhouse,1250,-37.9288367,144.9953704
"51/15 Beach Street, Port Melbourne VIC 3207",3.757124999,Alexandra Gardens,Poor Park,3,3,2,Townhouse,1100,-37.8425764,144.9398222
"6/14 Johnson St, Richmond VIC 3121",1.742887994,St James Park,Average Park,2,1,2,Townhouse,700,-37.8116081,145.004532
"15a Hastings Avenue, Beaumaris VIC 3193",10.551866,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1395,-37.9814839,145.0481674
"4/2 Wattle Grove, McKinnon VIC 3204",4.08305194,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1195,-37.9101871,145.0358017
"113 Stanley Street, Keysborough VIC 3173",4.468097423,Riverend Park PTY Ltd.,Poor Park,4,2,2,Townhouse,720,-38.0034922,145.1674995
"7/4 Aspect Drive, Keysborough VIC 3173",4.185803422,Riverend Park PTY Ltd.,Poor Park,3,3,2,Townhouse,720,-38.0043822,145.1590759
"2/45 Queen Street, Ormond VIC 3204",3.745055054,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1395,-37.9039604,145.0354963
"1/287 Alma Road, Caulfield North VIC 3161",2.625964692,Grattan Gardens,Poor Park,3,3,2,Townhouse,1350,-37.8643029,145.0130907
"2B Moffatt Street, South Yarra VIC 3141",0.641167751,Grattan Gardens,Poor Park,3,2,1,Townhouse,990,-37.8444785,144.9857338
"2/75 Eva St, Clayton VIC 3168",5.402576919,Outer Circle Linear Park,Poor Park,2,1,2,Townhouse,675,-37.9261739,145.1127965
"11 Ellery Street, Chadstone VIC 3148",2.09269052,Outer Circle Linear Park,Poor Park,4,2,1,Townhouse,795,-37.8875976,145.0973648
"7/22 Station Avenue, McKinnon VIC 3204",3.758756048,Outer Circle Linear Park,Poor Park,2,1,1,Townhouse,620,-37.9092208,145.0394943
"2/12 Fisher Court, Bentleigh East VIC 3165",2.786095704,Outer Circle Linear Park,Poor Park,4,4,2,Townhouse,1350,-37.9127682,145.0646189
"1/12 Fisher Court, Bentleigh East VIC 3165",2.781421617,Outer Circle Linear Park,Poor Park,5,4,2,Townhouse,1350,-37.9126563,145.0643305
"2/34 View Street, Pascoe Vale VIC 3044",7.386469325,Princes Park,Poor Park,2,2,1,Townhouse,650,-37.7241905,144.9275068
"1/8 Riverside Avenue, Avondale Heights VIC 3034",6.096894406,Cairnlea Park,Poor Park,3,2,2,Townhouse,800,-37.7691318,144.8636493
"17B Billson Street, Brighton East VIC 3187",3.608960346,Elsternwick Park,Average Park,4,3,2,Townhouse,1450,-37.9180051,145.0142794
"28a Hanover Street, Brunswick VIC 3056",2.694451076,Princes Park,Poor Park,2,1,1,Townhouse,620,-37.7614452,144.9540873
"5/8 Kelly Street, Chadstone VIC 3148",1.794556922,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,650,-37.8855203,145.0936026
"22 Leven Avenue, Docklands VIC 3008",1.619893683,Flagstaff Gardens,Poor Park,3,3,2,Townhouse,980,-37.8155249,144.9371847
"23 Beckett Street, Chadstone VIC 3148",2.301848114,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,930,-37.8822456,145.0984717
"65B Wallace Avenue, Murrumbeena VIC 3163",1.759580034,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,980,-37.9045237,145.0723927
"2A Ardwick Street, Bentleigh VIC 3204",5.406105251,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,1125,-37.9272469,145.0359652
"3/2 Bayview Road, Beaumaris VIC 3193",10.30980921,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,925,-37.9776869,145.0404336
"3/14 Evans Street, Chadstone VIC 3148",2.228140445,Outer Circle Linear Park,Poor Park,3,2,1,Townhouse,800,-37.8834976,145.0980709
"3/310 Burnley Street, Richmond VIC 3121",1.311974746,St James Park,Average Park,2,2,1,Townhouse,700,-37.8238112,145.0071316
"4/309 Bell Street, Bellfield VIC 3081",2.341327838,Hayes Park,Poor Park,2,2,1,Townhouse,635,-37.7503977,145.0425646
"2B Winn Grove, Fawkner VIC 3060",6.802744524,Hayes Park,Poor Park,3,2,1,Townhouse,700,-37.7109523,144.9664605
"1/15 Durham Road, Kilsyth VIC 3137",7.693416595,Lilydale Memorial Park,Poor Park,3,2,2,Townhouse,650,-37.8016319,145.3179145
"1/18 Frederick Street, Fawkner VIC 3060",6.601558586,Hayes Park,Poor Park,3,2,2,Townhouse,625,-37.7100831,144.9714026
"2/2 Chaddesley Avenue, St Kilda East VIC 3183",2.055964156,St Kilda Botanical Gardens,Good Park,3,1,0,Townhouse,720,-37.8698417,145.0073409
"1/6 Lithgow Street, Glen Iris VIC 3146",2.454051398,Wattle Park,Poor Park,3,2,2,Townhouse,1250,-37.8496667,145.0816235
"7/107 Addison Street, Elwood VIC 3184",1.14766568,St Kilda Botanical Gardens,Good Park,3,1,1,Townhouse,795,-37.8807362,144.9801555
"3/1458 High Street, Glen Iris VIC 3146",1.066820765,Central Park,Poor Park,3,3,2,Townhouse,1495,-37.8586649,145.0425098
"2/22 Verdant Avenue, Toorak VIC 3142",0.452825526,Como House & Garden,Average Park,2,2,1,Townhouse,995,-37.8347153,145.006906
"176 Gore Street, Fitzroy VIC 3065",1.036105627,Fitzroy Gardens,Poor Park,2,2,1,Townhouse,725,-37.8035966,144.982456
"9/30-32 Prince Edward Avenue, McKinnon VIC 3204",3.63448847,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,900,-37.9088077,145.0408789
"1/106 Darling Road, Malvern East VIC 3145",1.285665574,Central Park,Poor Park,3,2,2,Townhouse,1000,-37.8742001,145.0601026
"2/42C Head Street, Brighton VIC 3186",0.318073395,Elsternwick Park,Average Park,3,3,2,Townhouse,1650,-37.8919338,144.9910387
"1/42C Head Street, Brighton VIC 3186",0.318073395,Elsternwick Park,Average Park,3,2,2,Townhouse,1750,-37.8919338,144.9910387
"20 Newton Street, Kensington VIC 3031",3.249540294,Flagstaff Gardens,Poor Park,4,2,2,Townhouse,990,-37.7965672,144.9220471
"3/11 Dover Street, Oakleigh East VIC 3166",4.752676062,Outer Circle Linear Park,Poor Park,4,2,2,Townhouse,800,-37.9090179,145.1212334
"4/3 Mary Street, North Melbourne VIC 3051",1.230897064,Flagstaff Gardens,Poor Park,2,2,1,Townhouse,750,-37.799631,144.952275
"27a Clarendon Street, Avondale Heights VIC 3034",5.626661197,Cairnlea Park,Poor Park,4,2,2,Townhouse,895,-37.7659533,144.8588541
"1/15 Tintern Avenue, Toorak VIC 3142",0.598830509,Como House & Garden,Average Park,3,2,2,Townhouse,1050,-37.8427017,145.0068225
"3A White Street, Beaumaris VIC 3193",11.58634217,Elsternwick Park,Average Park,3,3,2,Townhouse,995,-37.989345,145.033221
"30 Dunstan Avenue, Brunswick VIC 3056",2.946944125,Princes Park,Poor Park,4,2,1,Townhouse,1150,-37.76025,144.9734241
"6/480 Gilbert Road, Preston VIC 3072",3.533466209,Hayes Park,Poor Park,2,2,1,Townhouse,650,-37.7327645,144.9914023
"1/25 Park Road, Glen Iris VIC 3146",2.204937555,Central Park,Poor Park,4,2,2,Townhouse,1300,-37.8480713,145.0566193
"14a Vaux Street, Pascoe Vale South VIC 3044",5.177417431,Princes Park,Poor Park,3,1,2,Townhouse,700,-37.742302,144.937833
"4a Smith Street, Kensington VIC 3031",2.761684603,Princes Park,Poor Park,3,3,1,Townhouse,995,-37.7914602,144.9310361
"2/175 Bluff Road, Black Rock VIC 3193",8.340963392,Elsternwick Park,Average Park,2,1,1,Townhouse,630,-37.962296,145.018687
"18A Linden Street, Brunswick East VIC 3057",1.643906269,Edinburgh Gardens,Poor Park,3,3,2,Townhouse,1050,-37.7741953,144.9745105
"5 Skyline Drive, Maribyrnong VIC 3032",5.870127009,Flagstaff Gardens,Poor Park,4,3,2,Townhouse,1100,-37.7874862,144.8944275
"16/10 Davies Street, Brunswick VIC 3056",3.143080167,Princes Park,Poor Park,2,2,1,Townhouse,750,-37.7568717,144.9651261
"3/363b Lygon Street, Brunswick East VIC 3057",2.200814263,Princes Park,Poor Park,4,2,2,Townhouse,1100,-37.767165,144.97228
"6/80 Clyde Street, Thornbury VIC 3071",0.59038977,Hayes Park,Poor Park,3,2,2,Townhouse,975,-37.7620825,145.0151178
"6/10 Millward Street, Brunswick VIC 3056",1.59487598,Princes Park,Poor Park,2,1,1,Townhouse,660,-37.7738868,144.9498756
"4/199 Woods Street, Newport VIC 3015",4.286552486,Altona Memorial Park,Poor Park,3,2,1,Townhouse,750,-37.8451798,144.8671977
"6/33 Albany Road, Toorak VIC 3142",2.098389833,Como House & Garden,Average Park,2,1,1,Townhouse,895,-37.8470882,145.0245892
"1/80 McIntosh Street, Airport West VIC 3042",8.875032303,Cairnlea Park,Poor Park,3,2,1,Townhouse,625,-37.7206738,144.8835483
"33 Silver Leaf Circuit, Doncaster VIC 3108",2.425807122,Minifie Park,Poor Park,4,3,2,Townhouse,1100,-37.7865324,145.1109486
"1/4A Ruth Street, Golden Square VIC 3555",0.926404935,Long Gully Community Garden,Poor Park,3,1,2,Townhouse,650,-36.7606027,144.2537988
"2/16 Arcadia Avenue, Malvern East VIC 3145",1.074450714,Outer Circle Linear Park,Poor Park,2,1,1,Townhouse,625,-37.890689,145.0855497
"26/23 Atlantic Drive, Pakenham VIC 3810",15.75894205,Wilson Botanic Park Berwick,Good Park,4,2,2,Townhouse,650,-38.0630045,145.5109766
"1/227 Clayton Road, Clayton VIC 3168",5.23157333,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,800,-37.9172063,145.1210225
"12 Abbott Street, Spotswood VIC 3015",4.217746667,Altona Memorial Park,Poor Park,3,2,3,Townhouse,900,-37.8252844,144.8705219
"2/46 Paton Crescent, Boronia VIC 3155",4.496855712,Kings Park,Poor Park,4,3,2,Townhouse,750,-37.8626879,145.2717426
"2/59 Lennox Street, Moonee Ponds VIC 3039",5.097189509,Princes Park,Poor Park,3,2,2,Townhouse,720,-37.7661789,144.9084843
"1/5 Eumarella Street, Tullamarine VIC 3043",9.260952462,Cairnlea Park,Poor Park,3,2,2,Townhouse,700,-37.7071498,144.8772689
"1/24 Winsome Street, Mentone VIC 3194",9.729389771,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,700,-37.975948,145.064744
"22/411 Lygon Street, Carlton VIC 3053",1.21379988,Princes Park,Poor Park,2,1,1,Townhouse,650,-37.7946749,144.9677291
"6A Woods Street, Ascot Vale VIC 3032",5.51916589,Princes Park,Poor Park,3,2,1,Townhouse,820,-37.7704467,144.9013308
"5 Harris Street, North Melbourne VIC 3051",1.300376863,Flagstaff Gardens,Poor Park,2,1,1,Townhouse,680,-37.7996017,144.9493432
"4/128 Widford Street, Glenroy VIC 3046",10.43507159,Princes Park,Poor Park,3,2,1,Townhouse,650,-37.6954982,144.9256205
"1/47 Bowen Road, Doncaster East VIC 3109",6.10794682,Minifie Park,Poor Park,4,2,2,Townhouse,795,-37.8009325,145.1653745
"53 Monmouth Street, Newport VIC 3015",4.310719221,Point Gellibrand Coastal Heritage Park,Average Park,3,3,1,Townhouse,700,-37.8458043,144.8691999
"28 Windy Hill Drive, Mulgrave VIC 3170",6.028671629,Churchill National Park,Average Park,3,2,0,Townhouse,650,-37.9306598,145.1878826
"9/116 Hull Road, Croydon VIC 3136",7.300505677,Lilydale Memorial Park,Poor Park,3,2,2,Townhouse,650,-37.793283,145.3037638
"2/249 Bluff Road, Sandringham VIC 3191",7.560192586,Elsternwick Park,Average Park,3,2,2,Townhouse,750,-37.954643,145.020086
"25 Brunel Street, South Kingsville VIC 3015",4.000376274,Altona Memorial Park,Poor Park,3,1,2,Townhouse,650,-37.8285165,144.8682994
"3/1 Donald Street, Brunswick VIC 3056",3.089038074,Princes Park,Poor Park,2,2,1,Townhouse,620,-37.7573275,144.9647149
"2/171 Mason Street, Newport VIC 3015",4.238315637,Altona Memorial Park,Poor Park,3,1,1,Townhouse,735,-37.841405,144.868493
"534 Park Street, Princes Hill VIC 3054",0.861863703,Princes Park,Poor Park,3,2,1,Townhouse,1050,-37.779409,144.9681912
"4/180A Melville Road, Brunswick West VIC 3055",3.45625639,Princes Park,Poor Park,3,1,1,Townhouse,650,-37.7564036,144.9459123
"1/254 Waterloo Road, Glenroy VIC 3046",8.6411719,Princes Park,Poor Park,3,1,1,Townhouse,680,-37.7142177,144.9207563
"2/176 East Boundary Road, Bentleigh East VIC 3165",3.514685799,Outer Circle Linear Park,Poor Park,2,2,1,Townhouse,675,-37.9184863,145.0600634
"1/18 Langridge Street, Fairfield VIC 3078",1.071564138,McDonell Park,Poor Park,3,2,2,Townhouse,795,-37.7777753,145.0210911
"20a Sycamore Avenue, Mentone VIC 3194",8.891799194,Riverend Park PTY Ltd.,Poor Park,4,3,2,Townhouse,950,-37.9815266,145.0835774
"8 City Road, Ringwood VIC 3134",10.35411939,Kings Park,Poor Park,3,1,2,Townhouse,690,-37.8221308,145.2290285
"13a Vautier Street, Elwood VIC 3184",0.713347639,Elsternwick Park,Average Park,2,2,1,Townhouse,900,-37.8863771,144.9868665
"10 Fiona Court, Mooroolbark VIC 3138",4.611557431,Lilydale Memorial Park,Poor Park,4,3,2,Townhouse,780,-37.7680631,145.3105307
"2/69 Watt Street, South Kingsville VIC 3015",4.478987563,Altona Memorial Park,Poor Park,3,2,2,Townhouse,800,-37.8321093,144.8736285
"19 Rivulet Boulevard, Springvale VIC 3171",8.758133648,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,650,-37.9470551,145.140654
"2/227 Clayton Road, Clayton VIC 3168",5.213107044,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,800,-37.9171334,145.1208283
"3/18 Rothwell Street, Ascot Vale VIC 3032",3.806700509,Princes Park,Poor Park,2,2,1,Townhouse,680,-37.775895,144.9196146
"1/128 Widford Street, Glenroy VIC 3046",10.44476888,Princes Park,Poor Park,3,2,1,Townhouse,650,-37.6954881,144.9252962
"2/38 Raymond Street, Sunshine West VIC 3020",3.61627742,Cairnlea Park,Poor Park,3,3,2,Townhouse,620,-37.7894008,144.8115639
"26 Federation Lane, Abbotsford VIC 3067",1.593445408,Edinburgh Gardens,Poor Park,3,2,1,Townhouse,900,-37.7969468,144.9964885
"3/44 Nonna Street, Oakleigh East VIC 3166",4.022843062,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,880,-37.8991277,145.1174702
"3/63 May Street, Glenroy VIC 3046",9.136936841,Hayes Park,Poor Park,3,3,2,Townhouse,740,-37.6970036,144.9463983
"54 Primrose Street, Altona North VIC 3025",3.781706269,Altona Memorial Park,Poor Park,3,2,2,Townhouse,750,-37.8307377,144.8657768
"428A Como Parade West, Parkdale VIC 3195",7.661090817,Riverend Park PTY Ltd.,Poor Park,3,2,2,Townhouse,965,-37.998998,145.0818981
"3/3 Harding Avenue, Bonbeach VIC 3196",3.704978403,Riverend Park PTY Ltd.,Poor Park,2,2,1,Townhouse,700,-38.0633928,145.1189302
"22A South Road, Brighton VIC 3186",4.284781745,Elsternwick Park,Average Park,4,4,2,Townhouse,1250,-37.9284541,144.9949646
"20B Hardy Street, Brunswick VIC 3056",2.510036387,Princes Park,Poor Park,3,3,1,Townhouse,1000,-37.7628124,144.9667511
"2/14 Grevillea Road, Doncaster East VIC 3109",6.263677702,Minifie Park,Poor Park,3,2,2,Townhouse,680,-37.8009276,145.1671511
"252 Abbotsford Street, North Melbourne VIC 3051",1.282276702,Flagstaff Gardens,Poor Park,2,2,1,Townhouse,800,-37.801164,144.946054
"3/61 Westbury Street, St Kilda East VIC 3183",1.370057268,St Kilda Botanical Gardens,Good Park,3,2,2,Townhouse,850,-37.8633238,144.9963016
"1/55 Witchwood Cres, Burwood East VIC 3151",4.048261137,Wattle Park,Poor Park,3,2,2,Townhouse,790,-37.8533009,145.1476802
"47B Mackie Road, Bentleigh East VIC 3165",3.168598321,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,980,-37.9172181,145.0741729
"27 Jackson Green Boulevard, Clayton South VIC 3169",6.597379156,Outer Circle Linear Park,Poor Park,4,2,2,Townhouse,750,-37.9315237,145.125645
"3 Lakeview Avenue, Williamstown VIC 3016",3.551655456,Point Gellibrand Coastal Heritage Park,Average Park,3,3,2,Townhouse,795,-37.8566148,144.8717273
"2A Benghazi Avenue, Ashburton VIC 3147",2.574613566,Outer Circle Linear Park,Poor Park,3,1,2,Townhouse,795,-37.8677719,145.0860403
"345 St Kilda Road, St Kilda VIC 3182",0.549023405,St Kilda Botanical Gardens,Good Park,3,1,0,Townhouse,760,-37.8661413,144.9857948
"3/1 Foster Street, St Kilda VIC 3182",0.396029883,St Kilda Botanical Gardens,Good Park,2,1,1,Townhouse,870,-37.86768,144.9819225
"5 Neptune Place, St Kilda VIC 3182",0.949212664,St Kilda Botanical Gardens,Good Park,3,2,2,Townhouse,999,-37.8638148,144.977848
"3/107 Ballarat Road, Maidstone VIC 3012",6.688333783,Altona Memorial Park,Poor Park,3,2,2,Townhouse,700,-37.7864684,144.8763028
"9/58 Wattletree Road, Armadale VIC 3143",2.536480234,Central Park,Poor Park,3,1,1,Townhouse,725,-37.8621128,145.0204928
"258 Adderley Street, West Melbourne VIC 3003",0.972024777,Flagstaff Gardens,Poor Park,3,2,1,Townhouse,1400,-37.8077036,144.9440617
"13/92 New Street, South Kingsville VIC 3015",3.809713861,Altona Memorial Park,Poor Park,2,2,1,Townhouse,610,-37.8312514,144.8660626
"34 Arnold Street, Brunswick East VIC 3057",1.622894766,Edinburgh Gardens,Poor Park,3,3,2,Townhouse,1050,-37.7744535,144.9743995
"69 Esplanade East, Port Melbourne VIC 3207",3.587181399,Royal Botanic Gardens Victoria - Melbourne Gardens,Good Park,3,2,1,Townhouse,1695,-37.8430107,144.9426361
"27A Clinton Street, Brighton East VIC 3187",3.31869142,Elsternwick Park,Average Park,4,2,2,Townhouse,1245,-37.9110986,145.0203
"2-6/144 Cumberland Road, Pascoe Vale VIC 3044",6.555352206,Princes Park,Poor Park,2,2,1,Townhouse,625,-37.7286955,144.9392014
"2/40 Bell Street, Coburg VIC 3058",4.101521423,Hayes Park,Poor Park,2,2,1,Townhouse,680,-37.7419897,144.9747244
"2/564B Moreland Road, Brunswick West VIC 3055",4.434517273,Princes Park,Poor Park,2,3,1,Townhouse,650,-37.7519429,144.9331207
"32A Mark Street, North Melbourne VIC 3051",2.059057166,Princes Park,Poor Park,3,3,0,Townhouse,880,-37.7936612,144.9406767
"15 Magdalen Street, Pascoe Vale South VIC 3044",6.149105137,Princes Park,Poor Park,3,2,3,Townhouse,700,-37.7348369,144.9318854
"8 Brickwood Street, Brighton VIC 3186",0.771053732,Elsternwick Park,Average Park,4,2,2,Townhouse,1150,-37.8960435,144.9977884
"6/30 Esplanade, Brighton VIC 3186",4.035594088,Elsternwick Park,Average Park,3,2,2,Townhouse,1550,-37.9259855,144.9883282
"9/4 Little Buckingham St, Richmond VIC 3121",1.852060053,Fitzroy Gardens,Poor Park,3,3,1,Townhouse,875,-37.814271,145.0010597
"1/422 St Kilda Street, Brighton VIC 3186",0.562356943,Elsternwick Park,Average Park,3,2,2,Townhouse,1395,-37.8943165,144.9904315
"1/81 Robert Street, Bentleigh VIC 3204",4.50499007,Outer Circle Linear Park,Poor Park,4,2,2,Townhouse,875,-37.919561,145.0402549
"38a Beddoe Avenue, Bentleigh East VIC 3165",3.360288454,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1100,-37.9186649,145.0683485
"1/914 Toorak Road, Camberwell VIC 3124",2.419189888,Central Park,Poor Park,3,3,2,Townhouse,1150,-37.8463013,145.0576099
"30A Melby Avenue, St Kilda East VIC 3183",1.625677694,St Kilda Botanical Gardens,Good Park,3,2,2,Townhouse,1190,-37.8723755,145.002375
"3/92 New Street, South Kingsville VIC 3015",3.805056343,Altona Memorial Park,Poor Park,2,2,1,Townhouse,640,-37.8318696,144.8659562
"2 Russell Street, Prahran VIC 3181",1.193730424,Grattan Gardens,Poor Park,3,2,2,Townhouse,1100,-37.8536525,145.0031019
"4/32 Royal Avenue, Springvale VIC 3171",9.033289914,Churchill National Park,Average Park,3,2,1,Townhouse,620,-37.9519378,145.1482211
"86A Bent Street, Moonee Ponds VIC 3039",3.56798564,Princes Park,Poor Park,3,2,1,Townhouse,780,-37.7626308,144.9322493
"1/6 Mckay Court, Dandenong North VIC 3175",3.105398062,Churchill National Park,Average Park,4,2,2,Townhouse,740,-37.9654047,145.2203884
"2/628 Whitehorse Road, Mitcham VIC 3132",8.579435625,Wattle Park,Poor Park,3,2,2,Townhouse,780,-37.8161586,145.1991807
"4/969 Mt Alexander Rd, Essendon VIC 3040",5.847335613,Princes Park,Poor Park,4,2,2,Townhouse,870,-37.7493,144.912511
"81 Deakin Street, Essendon VIC 3040",7.485497962,Princes Park,Poor Park,4,3,2,Townhouse,950,-37.7461693,144.8917972
"1/59 Altona Street, Heidelberg Heights VIC 3081",2.949317722,Heide Park,Poor Park,4,3,2,Townhouse,830,-37.7471274,145.0518923
"3/50A Wanda Street, Mulgrave VIC 3170",8.058704397,Churchill National Park,Average Park,2,2,2,Townhouse,750,-37.9232218,145.1667417
"15/65-69 Turana Street, Doncaster VIC 3108",3.693823796,Bimbadeen Park,Poor Park,3,2,2,Townhouse,725,-37.7853234,145.1318563
"1/2 Myola Street, Carrum VIC 3197",3.832543114,Riverend Park PTY Ltd.,Poor Park,3,2,2,Townhouse,670,-38.0728618,145.1327484
"1/4 Plummer Court, Mentone VIC 3194",10.22399679,Riverend Park PTY Ltd.,Poor Park,3,3,2,Townhouse,1180,-37.9849901,145.0586712
"18A King Street, Hampton East VIC 3188",5.983025865,Elsternwick Park,Average Park,3,2,2,Townhouse,750,-37.9342136,145.0323783
"119 Williamstown Road, Seddon VIC 3011",5.867405993,Altona Memorial Park,Poor Park,3,2,1,Townhouse,690,-37.8089864,144.8844469
"1b Normanby Road, Bentleigh East VIC 3165",4.414241659,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1445,-37.9281345,145.0674902
"2/15 Maurice Street, Herne Hill VIC 3218",2.106150399,Sparrow Park,Poor Park,3,2,2,Townhouse,610,-38.1290734,144.3220466
"1/15 View Street, Glenroy VIC 3046",9.848022594,Hayes Park,Poor Park,3,2,1,Townhouse,610,-37.6971007,144.9348926
