Price,Address,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude,geometry,index_right,STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP,distance_to_train,distance_to_cbd
"$1,300 pw","321 Cummings Road, Parwan VIC 3340",4,2,2,House,1300,-37.72468750000001,144.4378136,POINT (16078743.861245763 -4540606.063267322),76,15353,-37.627017,Diggers Rest Railway Station (Diggers Rest),144.719922,2,Sunbury,38.006,70.249
$1350 per week - Furnished,"10 Argo Street, South Yarra VIC 3141",3,1,0,House,1350,-37.843931,144.986305,POINT (16139801.644598251 -4557401.897149779),208,19958,-37.849518,Prahran Railway Station (Prahran),144.98986,1,Sandringham,1.141,5.583
$995.00 per week,"58 Western Beach Road, Geelong VIC 3220",4,2,5,House,995,-38.1409243,144.3570307,POINT (16069751.14995296 -4599352.862665839),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,41.189,74.079
$1099 per week,"527-561 Holden Road, Rockbank VIC 3335",4,2,6,House,1099,-37.6590998,144.70793,POINT (16108813.081348678 -4531379.350826133),76,15353,-37.627017,Diggers Rest Railway Station (Diggers Rest),144.719922,2,Sunbury,4.991,35.072
"ON HOLD | $1,200 Per Week | $5,214 PCM","70 Dillon Court, Diggers Rest VIC 3427",4,2,11,House,1200,-37.6402971,144.7349239,POINT (16111818.028551202 -4528735.738198704),76,15353,-37.627017,Diggers Rest Railway Station (Diggers Rest),144.719922,2,Sunbury,5.429,33.365
"$1,000 per week","1 GRADUATE CRESCENT, Wheelers Hill VIC 3150",4,2,5,House,1000,-37.9092392,145.1642113,POINT (16159606.08332317 -4566612.27792933),123,19873,-37.879504,Glen Waverley Railway Station (Glen Waverley),145.162058,2,Glen Waverley,3.829,25.547
$995 per week,"38A Alexandra Street, St Kilda East VIC 3183",3,1,2,House,995,-37.86590109999999,145.0030889,POINT (16141670.019799778 -4560499.417387178),206,19956,-37.869488,Balaclava Railway Station (Balaclava),144.993512,1,Sandringham,1.517,8.949
"$1,495 per week","119 Westbury Street, Balaclava VIC 3183",5,2,1,House,1495,-37.8679361,144.9952452,POINT (16140796.863109846 -4560786.374669867),206,19956,-37.869488,Balaclava Railway Station (Balaclava),144.993512,1,Sandringham,0.592,8.676
"$1,295 per week","54 Shoobra Road, Elsternwick VIC 3185",5,2,2,House,1295,-37.889356,145.0075722,POINT (16142169.098472852 -4563807.295997363),204,19954,-37.884753,Elsternwick Railway Station (Elsternwick),145.000898,1,Sandringham,1.152,12.234
"$1,015 per week","388 High Street, Windsor VIC 3181",3,1,0,House,1015,-37.853109,145.001364,POINT (16141478.004810108 -4558695.772655342),207,19957,-37.856053,Windsor Railway Station (Windsor),144.992035,1,Sandringham,1.224,8.8
$1529 pw Furnished,Hillside VIC 3037,5,2,2,House,1529,-37.6920638,144.7442073,POINT (16112851.45191203 -4536015.623236443),25,20000,-37.701129,Watergardens Railway Station (Sydenham),144.77418,2,Sunbury,3.204,28.953
"2,000","69 Esplanade East, Port Melbourne VIC 3207",2,2,2,House,2000,-37.8430107,144.9426361,POINT (16134940.44488675 -4557272.166043072),63,22180,-37.817936,Southern Cross Railway Station (Melbourne City),144.951411,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Frankston,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sandringham,Sunbury,Upfield,Werribee,Williamstown,Alamein",4.325,5.768
$1500 per week,"8 Levien Lane, Footscray VIC 3011",3,2,2,House,1500,-37.80437,144.906885,POINT (16130960.65063945 -4551826.597069474),48,20025,-37.801083,Footscray Railway Station (Footscray),144.903199,1,"Werribee,Williamstown,Sunbury",0.651,6.427
$1000pw,"20 Medley Place, South Yarra VIC 3141",2,1,1,House,1000,-37.843228,144.993711,POINT (16140626.076747067 -4557302.797831759),209,19959,-37.838449,South Yarra Railway Station (South Yarra),144.992342,1,"Frankston,Pakenham,Sandringham,Cranbourne",1.571,6.17
"$1,050 per week","34a St Albans Street, Mount Waverley VIC 3149",4,2,2,House,1050,-37.8737329,145.1342477,POINT (16156270.550628837 -4561603.830387082),125,19875,-37.875255,Mount Waverley Railway Station (Mount Waverley),145.128056,2,Glen Waverley,0.758,24.427
$1000 per week,"32 Riviera Drive, Jan Juc VIC 3228",4,3,2,House,1000,-38.3508494,144.291736,POINT (16062482.57719746 -4629108.317124593),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,73.777,106.667
"$1,200.00","337A Neerim Road, Carnegie VIC 3163",4,1,0,House,1200,-37.8895497,145.0588117,POINT (16147873.053521354 -4563834.618175794),170,19920,-37.886241,Carnegie Railway Station (Carnegie),145.058575,1,"Pakenham,Cranbourne",0.904,17.946
$920,"3 Townsville Court, Scoresby VIC 3179",5,2,2,House,920,-37.8920409,145.2262852,POINT (16166516.118262723 -4564186.018547443),123,19873,-37.879504,Glen Waverley Railway Station (Glen Waverley),145.162058,2,Glen Waverley,8.26,32.011
$920,"16 Crestdale Road, Wantirna VIC 3152",4,3,3,House,920,-37.8604279,145.2317502,POINT (16167124.479279906 -4559727.675572325),121,19871,-37.828322,Heathmont Railway Station (Heathmont),145.244555,2,Belgrave,6.172,33.916
"$1,100","16 Panoramic Road, Balwyn North VIC 3104",4,2,2,House,1100,-37.79261899999999,145.0790159,POINT (16150122.174777241 -4550171.113448852),143,19893,-37.824485,Canterbury Railway Station (Canterbury),145.081224,"1,2","Lilydale,Belgrave",4.182,13.939
$950 per wekk,"1/7 Mitchell Avenue, Altona North VIC 3025",4,4,3,House,950,-37.8366374,144.8609391,POINT (16125845.976447413 -4556373.7911845),21,19994,-37.842718,Newport Railway Station (Newport),144.8836,1,"Williamstown,Werribee",3.302,13.603
$950 / wk,"18 Seabrook Way, Seaford VIC 3198",5,2,3,House,950,-38.0853595,145.1326904,POINT (16156097.192785824 -4591491.275092858),108,19858,-38.076504,Carrum Railway Station (Carrum),145.122833,2,Frankston,1.775,51.215
"$1,350 per week","33A Turnbull Avenue, Toorak VIC 3142",3,2,2,House,1350,-37.8375573,145.0249966,POINT (16144108.773808232 -4556503.454699953),159,19909,-37.834672,Heyington Railway Station (Toorak),145.022635,1,Glen Waverley,1.127,9.905
"$1,395","7 Warringal Place, Eaglemont VIC 3084",6,2,8,House,1395,-37.7575197,145.0555835,POINT (16147513.691941177 -4545227.882893307),185,19935,-37.757073,Heidelberg Railway Station (Heidelberg),145.060686,"1,2",Hurstbridge,1.419,15.102
$970/week,"18 bell cres, Point Cook VIC 3030",4,2,2,House,970,-37.8958894,144.7183066,POINT (16109968.199176842 -4564728.898509154),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,5.043,32.137
"$1,300 PW","58 Bay Street, Brighton VIC 3186",4,2,2,House,1300,-37.904507,144.9922243,POINT (16140460.578060105 -4565944.62373752),202,19952,-37.904887,North Brighton Railway Station (Brighton),145.002605,"1,2",Sandringham,1.016,12.065
$990,"170-240 Peak School Road, Lara VIC 3212",3,1,6,House,990,-37.9764728,144.37176,POINT (16071390.8081287 -4576102.741503984),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,32.017,64.907
$950 per week,"10 Gray Street, Mount Martha VIC 3934",4,3,4,House,950,-38.2867395,145.0039362,POINT (16141764.340804327 -4620012.054533086),81,19831,-38.305659,Hastings Railway Station (Hastings),145.18598,2,Stony Point,25.45,82.435
"$1,200","39B Dromana Avenue, Bentleigh East VIC 3165",4,3,1,House,1200,-37.9080011,145.0670595,POINT (16148791.19441752 -4566437.593367855),168,19918,-37.894881,Hughesdale Railway Station (Hughesdale),145.077635,"1,2","Pakenham,Cranbourne",2.347,22.157
$1500 Per Week,"5 Lord Street, Richmond VIC 3121",3,2,2,House,1500,-37.8197998,145.0053598,POINT (16141922.815231424 -4554000.750958087),156,19906,-37.82756,Burnley Railway Station (Burnley),145.007555,1,"Belgrave,Glen Waverley,Lilydale,Alamein",1.611,4.363
"$1,998 per week","78 Glencairn Avenue, Brighton East VIC 3187",4,3,2,House,1998,-37.9248296,145.0201242,POINT (16143566.380721288 -4568812.192087396),188,19938,-37.925149,Patterson Railway Station (Bentleigh),145.03547,2,Frankston,1.761,15.344
$920 per week,"4 Feathertop Avenue, Templestowe Lower VIC 3107",4,3,2,House,920,-37.76703699999999,145.1074756,POINT (16153290.294089368 -4546568.025566534),185,19935,-37.757073,Heidelberg Railway Station (Heidelberg),145.060686,"1,2",Hurstbridge,5.238,15.622
$980 weekly,"16 Bank Street, Alphington VIC 3078",4,2,3,House,980,-37.7785983,145.0335412,POINT (16145059.954329265 -4548196.21841287),181,19931,-37.778394,Alphington Railway Station (Alphington),145.031255,1,Hurstbridge,0.28,10.106
"$1,250 per week","7 Heatherleigh Place, Malvern East VIC 3145",4,2,3,House,1250,-37.8764156,145.0618044,POINT (16148206.199361453 -4561982.162339182),88,19838,-37.87693,East Malvern Railway Station (Malvern East),145.069393,"1,2",Glen Waverley,1.041,15.952
"$1,200 weekly","383 Middleborough Rd, Box Hill VIC 3128",5,4,2,House,1200,-37.8250242,145.1370274,POINT (16156579.985417394 -4554737.0040954845),147,19897,-37.82078,Laburnum Railway Station (Blackburn),145.140703,2,"Lilydale,Belgrave",0.695,21.884
$950,"1/22 Greenwood Street, Burwood VIC 3125",4,2,2,House,950,-37.8491373,145.1295471,POINT (16155747.282230413 -4558135.839470761),125,19875,-37.875255,Mount Waverley Railway Station (Mount Waverley),145.128056,2,Glen Waverley,3.29,19.682
"$1,700 per week","9 Parklands Cres, Brighton East VIC 3187",5,2,4,House,1700,-37.915426,145.0212035,POINT (16143686.527847705 -4567485.222749336),189,19939,-37.917425,Bentleigh Railway Station (Bentleigh),145.036995,"1,2",Frankston,1.516,14.274
"$1,100","15A Kenny Street, Balwyn North VIC 3104",4,2,2,House,1100,-37.7996676,145.0926628,POINT (16151641.340736147 -4551164.090253485),146,19896,-37.819427,Mont Albert Railway Station (Mont Albert),145.10553,"1,2","Lilydale,Belgrave",3.601,17.054
$1000 per week,"217 The Esplanade, Torquay VIC 3228",4,2,2,House,1000,-38.3167198,144.3437269,POINT (16068270.177711345 -4624264.8219599305),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,72.435,105.326
"$1,350 per week","21 Howitt Street, South Yarra VIC 3141",4,2,2,House,1350,-37.8468223,145.0022694,POINT (16141578.793477073 -4557809.482982966),197,19947,-37.844591,Hawksburn Railway Station (South Yarra),145.002142,1,Frankston,0.73,7.25
$920,"148 Amess St, Carlton North VIC 3054",2,1,0,House,920,-37.7840316,144.9743273,POINT (16138468.293133378 -4548961.485040438),43,20019,-37.783217,Rushall Railway Station (Fitzroy North),144.992407,1,Mernda,1.829,3.967
"$1,680 per week","40 Vincent Street, Glen Iris VIC 3146",4,2,4,House,1680,-37.8605189,145.0445324,POINT (16146283.489116471 -4559740.506446554),162,19912,-37.853279,Gardiner Railway Station (Glen Iris),145.051655,1,Glen Waverley,1.389,13.916
$950 Per Week,"18a Gordon Street, Croydon VIC 3136",5,2,2,House,950,-37.8019066,145.2903515,POINT (16173647.946155732 -4551479.530884739),128,19878,-37.795437,Croydon Railway Station (Croydon),145.280598,2,Lilydale,1.83,33.785
$950,"64A Marion Street, Altona North VIC 3025",4,4,3,House,950,-37.8351995,144.8530589,POINT (16124968.756596064 -4556171.116774973),21,19994,-37.842718,Newport Railway Station (Newport),144.8836,1,"Williamstown,Werribee",3.801,14.965
"$1,600 weekly","46 Heritage Bvd, Doncaster VIC 3108",5,4,2,House,1600,-37.7831814,145.1166926,POINT (16154316.32583601 -4548841.7327980595),62,20042,-37.819222,Box Hill Railway Station (Box Hill),145.121429,2,"Lilydale,Belgrave",5.532,16.771
$950,"7a Turnbull Court, Brunswick West VIC 3055",3,2,2,House,950,-37.76,144.9343207,POINT (16134014.77879301 -4545577.120361929),58,20038,-37.765707,Moonee Ponds Railway Station (Moonee Ponds),144.919161,1,Craigieburn,3.597,10.512
$950 Per Week,"2 Paul Ave, Keilor East VIC 3033",4,2,2,House,950,-37.7398504,144.8690707,POINT (16126751.18201875 -4542740.30419),57,20037,-37.756012,Essendon Railway Station (Essendon),144.916198,1,Craigieburn,5.684,18.554
$1050 Per week,"139 Drummond street, Carlton VIC 3053",4,2,2,House,1050,-37.8033396,144.9677814,POINT (16137739.606878597 -4551681.423542611),92,19842,-37.809939,Melbourne Central Railway Station (Melbourne City),144.962594,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",1.184,1.691
"$1,350 per week","284 Punt Road, South Yarra VIC 3141",5,2,2,House,1350,-37.8445493,144.9854549,POINT (16139707.01189913 -4557489.057401883),208,19958,-37.849518,Prahran Railway Station (Prahran),144.98986,1,Sandringham,0.969,5.595
$1350pw,"4 Lakeview Grove, Mornington VIC 3931",6,3,3,House,1350,-38.2441356,145.069493,POINT (16149062.090398364 -4613971.623891374),83,19833,-38.225342,Somerville Railway Station (Somerville),145.176245,2,Stony Point,14.0,73.848
"$1,000","1 Acacia Street, Torquay VIC 3228",4,2,2,House,1000,-38.3343193,144.3096912,POINT (16064481.340918552 -4626762.166496141),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,72.037,104.928
"$1,800","29 Drummond street, Carlton VIC 3053",7,3,1,House,1800,-37.8061997,144.9672353,POINT (16137678.815304672 -4552084.389330307),92,19842,-37.809939,Melbourne Central Railway Station (Melbourne City),144.962594,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",0.794,1.302
$950 Per Week,"60 Donne Street, Coburg VIC 3058",4,2,2,House,950,-37.7484561,144.9497622,POINT (16135733.718710095 -4543951.786540175),216,19966,-37.754485,Moreland Railway Station (Coburg),144.961823,1,Upfield,1.93,10.848
"$1,400","5 Hammond Street, Brighton VIC 3186",4,3,1,House,1400,-37.91587579999999,145.0040653,POINT (16141778.712150589 -4567548.69147176),201,19951,-37.915134,Middle Brighton Railway Station (Brighton),144.996299,"1,2",Sandringham,0.996,13.678
"$1,250 pw","22 Arthur Street, Fairfield VIC 3078",4,2,5,House,1250,-37.7822588,145.0184227,POINT (16143376.970607707 -4548711.784440254),180,19930,-37.779171,Fairfield Railway Station (Fairfield),145.016905,1,Hurstbridge,0.586,7.779
$920,"56 Sylvander Street, Balwyn North VIC 3104",5,2,2,House,920,-37.7869781,145.0937603,POINT (16151763.513877293 -4549376.51567514),146,19896,-37.819427,Mont Albert Railway Station (Mont Albert),145.10553,"1,2","Lilydale,Belgrave",5.343,16.596
"$1,050","39 Ironbark Drive, Templestowe Lower VIC 3107",6,3,2,House,1050,-37.7737709,145.1211116,POINT (16154808.246665828 -4547516.338462056),62,20042,-37.819222,Box Hill Railway Station (Box Hill),145.121429,2,"Lilydale,Belgrave",6.118,16.932
$1050 per week,"402 Barkers Road, Hawthorn East VIC 3123",4,2,2,House,1050,-37.8159882,145.0466601,POINT (16146520.343597032 -4553463.630774065),153,19903,-37.822398,Auburn Railway Station (Hawthorn East),145.045844,1,"Belgrave,Lilydale,Alamein",0.79,7.915
"$1,140","41 William Road, Blairgowrie VIC 3942",5,2,2,House,1140,-38.3655168,144.7826068,POINT (16117126.064698748 -4631190.53941939),80,19830,-38.33739,Bittern Railway Station (Bittern),145.178027,2,Stony Point,39.468,103.102
$950,"3/87 Clyde Street, Box Hill North VIC 3129",4,3,2,House,950,-37.8097085,145.1242067,POINT (16155152.791621782 -4552578.7732077725),62,20042,-37.819222,Box Hill Railway Station (Box Hill),145.121429,2,"Lilydale,Belgrave",2.467,18.88
$1600pw,"18-20 Bay Road, Mount Martha VIC 3934",3,3,2,House,1600,-38.268818,145.014034,POINT (16142888.422758462 -4617470.691634638),83,19833,-38.225342,Somerville Railway Station (Somerville),145.176245,2,Stony Point,20.201,84.344
"$1,295pw - Pool Maintenance Included","12 View Road, Lower Plenty VIC 3093",4,3,4,House,1295,-37.7357042,145.1274592,POINT (16155514.858265586 -4542156.665965333),13,19986,-37.715296,Montmorency Railway Station (Montmorency),145.121516,2,Hurstbridge,2.971,21.987
"$1,150","22 Cavanagh Street, Cheltenham VIC 3192",5,2,2,House,1150,-37.96412220000001,145.065655,POINT (16148634.8461927 -4574358.722071426),116,19866,-37.96665,Cheltenham Railway Station (Cheltenham),145.054558,2,Frankston,1.361,27.733
"$1,200.00","11 Heysen Court, Doncaster East VIC 3109",4,3,2,House,1200,-37.7775911,145.1717914,POINT (16160449.896195332 -4548054.36300842),149,19899,-37.820428,Nunawading Railway Station (Nunawading),145.175237,2,"Lilydale,Belgrave",6.576,23.854
"$1,150 per week","37 Mary Street, Richmond VIC 3121",4,2,1,House,1150,-37.8207476,145.0021794,POINT (16141568.774722902 -4554134.316632018),157,19907,-37.8264,East Richmond Railway Station (Richmond),144.997066,1,"Belgrave,Glen Waverley,Lilydale,Alamein",1.193,4.208
"$1,200 weekly","12 Robertswood Close, Doncaster East VIC 3109",4,3,3,House,1200,-37.769482,145.1672397,POINT (16159943.203269089 -4546912.336855423),149,19899,-37.820428,Nunawading Railway Station (Nunawading),145.175237,2,"Lilydale,Belgrave",7.234,24.334
"$1,100.00","35 Fairfield Avenue, Camberwell VIC 3124",3,1,1,House,1100,-37.8414422,145.0594502,POINT (16147944.131016225 -4557051.064437558),101,19851,-37.835716,Willison Railway Station (Camberwell),145.070298,1,Alamein,2.479,14.012
"$1,190","9 Hertford Cres, Balwyn VIC 3103",3,2,1,House,1190,-37.8128493,145.094292,POINT (16151822.702450547 -4553021.326445465),146,19896,-37.819427,Mont Albert Railway Station (Mont Albert),145.10553,"1,2","Lilydale,Belgrave",1.985,18.286
"$1,000","6 Stalwart Street, Point Cook VIC 3030",5,3,2,House,1000,-37.9084815,144.7441785,POINT (16112848.245910697 -4566505.373055467),70,46468,-37.869865,Williams Landing Railway Station (Williams Landing),144.747445,2,Werribee,6.512,29.146
$1100 Per Week,"16 Everest Crescent, Olinda VIC 3788",4,2,6,House,1100,-37.8587062,145.3651456,POINT (16181973.987282073 -4559484.9212369975),94,19844,-37.909102,Belgrave Railway Station (Belgrave),145.355291,2,Belgrave,8.349,48.895
"$1,600","16 Tramway Parade, Beaumaris VIC 3193",4,3,2,House,1600,-37.9932067,145.0360456,POINT (16145338.742862007 -4578466.191860711),115,19865,-37.981865,Mentone Railway Station (Mentone),145.065166,2,Frankston,3.948,23.853
$910 Per Week - Furnished,"6 Cassinia Road, Templestowe Lower VIC 3107",4,2,3,House,910,-37.7717332,145.1235382,POINT (16155078.374542188 -4547229.366788686),62,20042,-37.819222,Box Hill Railway Station (Box Hill),145.121429,2,"Lilydale,Belgrave",6.693,17.235
"$1,200","293 Raleigh Street, Thornbury VIC 3071",4,2,5,House,1200,-37.760798,145.0221115,POINT (16143787.605945343 -4545689.484864387),180,19930,-37.779171,Fairfield Railway Station (Fairfield),145.016905,1,Hurstbridge,2.414,10.171
$1450pw,"45 Bay Road, Mount Martha VIC 3934",5,2,2,House,1450,-38.269145,145.0178777,POINT (16143316.301485226 -4617517.056335855),83,19833,-38.225342,Somerville Railway Station (Somerville),145.176245,2,Stony Point,20.412,84.012
$950.00,"208 Scotchmer Street, Fitzroy North VIC 3068",3,1,1,House,950,-37.7837949,144.9865473,POINT (16139828.617310874 -4548928.145269306),43,20019,-37.783217,Rushall Railway Station (Fitzroy North),144.992407,1,Mernda,1.001,4.997
"$1,650 per week","2 Leighton Court, Toorak VIC 3142",4,3,3,House,1650,-37.8443102,145.0119762,POINT (16142659.349510305 -4557455.35196786),196,19946,-37.850774,Toorak Railway Station (Armadale),145.013909,1,Frankston,0.836,9.679
"$1,050","32 Blueberry Street, Greenvale VIC 3059",5,5,2,House,1050,-37.6261357,144.8777036,POINT (16127712.192050815 -4526745.122455866),64,40220,-37.638231,Roxburgh Park Railway Station (Roxburgh Park),144.935404,2,Craigieburn,6.449,27.26
"$1,850 per week","33 Radnor Street, Camberwell VIC 3124",4,3,2,House,1850,-37.8418846,145.0619883,POINT (16148226.671015808 -4557113.426314213),101,19851,-37.835716,Willison Railway Station (Camberwell),145.070298,1,Alamein,2.278,13.241
"1,000 per Week - Inspection by appointment only 0149 330 801","5 Leatherwood Drive, Hoppers Crossing VIC 3029",4,2,4,House,1000,-37.8511587,144.6984238,POINT (16107754.856005298 -4558420.814159026),172,19922,-37.883276,Hoppers Crossing Railway Station (Hoppers Crossing),144.700955,2,Werribee,4.411,27.775
"$1,450.00","8 Grandview Road, Glen Iris VIC 3146",5,3,2,House,1450,-37.86239620000001,145.0546133,POINT (16147405.689771207 -4560005.206686459),85,19835,-37.859308,Glen Iris Railway Station (Glen Iris),145.058225,1,Glen Waverley,0.891,14.198
"$1,400 pw","166 Holmes Road, Moonee Ponds VIC 3039",6,3,3,House,1400,-37.7647726,144.9047369,POINT (16130721.525241278 -4546249.156994674),58,20038,-37.765707,Moonee Ponds Railway Station (Moonee Ponds),144.919161,1,Craigieburn,1.398,8.362
$1150,"6 Autumn Court, Glen Waverley VIC 3150",5,3,2,House,1150,-37.8813286,145.1527786,POINT (16158333.400980778 -4562675.061552087),124,19874,-37.87623,Syndal Railway Station (Glen Waverley),145.14978,2,Glen Waverley,1.118,25.97
"$1,100","57 The Crescent, Port Melbourne VIC 3207",3,2,1,House,1100,-37.83769059999999,144.9284923,POINT (16133365.96427287 -4556522.243992263),63,22180,-37.817936,Southern Cross Railway Station (Melbourne City),144.951411,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Frankston,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sandringham,Sunbury,Upfield,Werribee,Williamstown,Alamein",4.5,5.666
"$1,600","4 Bamfield Close, Templestowe VIC 3106",5,4,4,House,1600,-37.7663461,145.1382766,POINT (16156719.045725295 -4546470.733286043),13,19986,-37.715296,Montmorency Railway Station (Montmorency),145.121516,2,Hurstbridge,7.325,19.727
"$1,800 pw","13 Hovell Crescent, Shepparton VIC 3630",9,3,2,House,1800,-36.3613857,145.3822286,POINT (16183875.658143291 -4350462.104713993),74,52161,-37.602548,Mernda Railway Station (Mernda),145.100885,2,Mernda,160.755,193.98
"$1,800 pw","6 Henderson Court, Shepparton VIC 3630",9,3,4,House,1800,-36.3602269,145.4082721,POINT (16186774.807301767 -4350301.919566589),74,52161,-37.602548,Mernda Railway Station (Mernda),145.100885,2,Mernda,160.158,193.383
$1500 Per Week,"17 Yarravale Road, Kew VIC 3101",5,3,2,House,1500,-37.8022164,145.023604,POINT (16143953.750285354 -4551523.177688524),155,19905,-37.821826,Hawthorn Railway Station (Hawthorn),145.022899,1,"Belgrave,Lilydale,Alamein",3.076,7.356
"$1,200","56 Outhwaite Road, Heidelberg Heights VIC 3081",5,2,2,House,1200,-37.73959929999999,145.0539079,POINT (16147327.165002404 -4542704.957266624),186,19936,-37.742879,Rosanna Railway Station (Rosanna),145.06614,2,Hurstbridge,1.493,17.445
"$1,150.00 Per Week","6 Latrobe Avenue, Alphington VIC 3078",4,3,1,House,1150,-37.7855731,145.0276044,POINT (16144399.072776321 -4549178.611679501),181,19931,-37.778394,Alphington Railway Station (Alphington),145.031255,1,Hurstbridge,1.41,9.325
$1200 Per Week,"23 Hutchinson Drive, Kew VIC 3101",4,2,2,House,1200,-37.7935507,145.0262898,POINT (16144252.732173724 -4550302.361950541),181,19931,-37.778394,Alphington Railway Station (Alphington),145.031255,1,Hurstbridge,3.233,8.635
$1200 **FURNITURE OPTION AVAILABLE**,"4 Timms Place, Doncaster East VIC 3109",4,2,2,House,1200,-37.7538327,145.1685598,POINT (16160090.156128881 -4544708.758240626),14,19987,-37.71355,Eltham Railway Station (Eltham),145.147822,2,Hurstbridge,8.724,25.911
$1150.00 per week,"185 The Esplanade, Torquay VIC 3228",4,2,3,House,1150,-38.317995,144.3399825,POINT (16067853.353010017 -4624445.750689905),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,72.466,105.356
$1075 / wk,"1 Crawford Street, Mount Eliza VIC 3930",5,2,4,House,1075,-38.1736325,145.0949473,POINT (16151895.650112864 -4603983.382757435),105,19855,-38.14299,Frankston Railway Station (Frankston),145.126162,2,"Stony Point,Frankston",5.53,60.807
$1150.00,"7B Denton Street, Brighton East VIC 3187",4,2,2,House,1150,-37.930025,145.0272426,POINT (16144358.79738455 -4569545.402863724),188,19938,-37.925149,Patterson Railway Station (Bentleigh),145.03547,2,Frankston,1.557,15.679
$1000/week,"7 Madang Avenue, Balwyn VIC 3103",4,2,2,House,1000,-37.80824020000001,145.1023648,POINT (16152721.362435823 -4552371.889408009),146,19896,-37.819427,Mont Albert Railway Station (Mont Albert),145.10553,"1,2","Lilydale,Belgrave",1.848,19.339
$1150 pw,"4/1 York Street, Prahran VIC 3181",3,2,2,House,1150,-37.852005,144.9978386,POINT (16141085.559077267 -4558540.12689717),207,19957,-37.856053,Windsor Railway Station (Windsor),144.992035,1,Sandringham,0.958,7.381
"$1,100 Per week","27 The Esplanade, North Shore VIC 3214",4,4,2,House,1100,-38.1001087,144.3722211,POINT (16071442.137545906 -4593577.483188826),171,19921,-37.899378,Werribee Railway Station (Werribee),144.661118,2,Werribee,36.395,69.286
"$1,000 per week","3/182 Balaclava Road, Caulfield North VIC 3161",4,3,2,House,1000,-37.8720086,145.0210161,POINT (16143665.666575128 -4561360.665563365),194,19944,-37.866253,Malvern Railway Station (Malvern),145.029294,1,Frankston,1.654,10.94
$950,"81 Lake Mokoan Rd, Goorambat VIC 3725",4,2,8,House,950,-36.4588668,146.0129657,POINT (16254088.99093972 -4363945.8258051565),17,19990,-37.639398,Hurstbridge Railway Station (Hurstbridge),145.192017,2,Hurstbridge,209.825,231.386
"$1,300","76 Campbell Street, Kew VIC 3101",4,2,4,House,1300,-37.8024293,145.0578151,POINT (16147762.11251683 -4551553.172644649),153,19903,-37.822398,Auburn Railway Station (Hawthorn East),145.045844,1,"Belgrave,Lilydale,Alamein",3.174,10.778
$1250 per week,"15 Earlsfield Road, Hampton VIC 3188",4,3,2,House,1250,-37.932479,145.0166982,POINT (16143185.000145832 -4569891.746330667),199,19949,-37.937977,Hampton Railway Station (Hampton),145.001471,2,Sandringham,2.031,16.714
$950 per week,"167 Charman Road, Beaumaris VIC 3193",4,3,2,House,950,-37.97460640000001,145.0536312,POINT (16147296.362899302 -4575839.169668501),116,19866,-37.96665,Cheltenham Railway Station (Cheltenham),145.054558,2,Frankston,1.048,21.269
$1650 per week,"15 James Court, Mount Martha VIC 3934",5,3,6,House,1650,-38.2726093,145.0194332,POINT (16143489.458953151 -4618008.265592485),82,19832,-38.259815,Tyabb Railway Station (Tyabb),145.186401,2,Stony Point,19.457,82.178
"$1,185 weekly","6 Westmore Ave, Sorrento VIC 3943",4,2,1,House,1185,-38.3489556,144.7592866,POINT (16114530.071909549 -4628839.499090813),80,19830,-38.33739,Bittern Railway Station (Bittern),145.178027,2,Stony Point,42.099,105.732
"$1,600 per week","49 Regent Street, Brighton East VIC 3187",4,3,2,House,1600,-37.9236252,145.010477,POINT (16142492.459329711 -4568642.226227254),201,19951,-37.915134,Middle Brighton Railway Station (Brighton),144.996299,"1,2",Sandringham,1.868,14.758
"1,150.00 per week","4 Alpine Avenue, Doncaster VIC 3108",5,3,2,House,1150,-37.7837494,145.1173316,POINT (16154387.458990628 -4548921.736495795),62,20042,-37.819222,Box Hill Railway Station (Box Hill),145.121429,2,"Lilydale,Belgrave",5.568,16.807
"$1,250","10-12 Pietro Road, Heatherton VIC 3202",4,2,6,House,1250,-37.9565556,145.0938413,POINT (16151772.530756047 -4573290.392778849),116,19866,-37.96665,Cheltenham Railway Station (Cheltenham),145.054558,2,Frankston,5.187,27.915
